,volatile acidity,residual sugar,density,quality
3808,0.21,6.3,0.9935799999999999,6
3809,0.17,6.4,0.9927799999999999,6
3810,0.26,15.1,0.99705,3
3811,0.28,2.0,0.9912,5
3812,0.21,2.0,0.9917600000000001,5
3813,0.3,2.2,0.99166,5
3814,0.34,12.1,0.99677,5
3815,0.43,8.8,0.99172,7
3816,0.41,8.8,0.9953,5
3817,0.4,5.1,0.9918600000000001,6
3818,0.35,6.8,0.9918799999999999,6
3819,0.35,6.8,0.9918799999999999,6
3820,0.3,3.7,0.9915799999999999,5
3821,0.28,12.2,0.9952200000000001,6
3822,0.33,5.7,0.9917600000000001,6
3823,0.26,8.1,0.9955799999999999,5
3824,0.24,2.5,0.9911,7
3825,0.46,4.0,0.99016,6
3826,0.35,6.8,0.9918799999999999,6
3827,0.23,1.0,0.98956,5
3828,0.4,5.1,0.9918600000000001,6
3829,0.44,5.8,0.9906200000000001,7
3830,0.26,10.6,0.99274,7
3831,0.31,3.5,0.993,5
3832,0.31,3.5,0.993,5
3833,0.15,16.4,0.9978,6
3834,0.41,4.8,0.9946,5
3835,0.31,3.3,0.99429,5
3836,0.27,1.2,0.9900200000000001,6
3837,0.27,1.2,0.9900200000000001,6
3838,0.41,4.8,0.9946,5
3839,0.31,3.3,0.99429,5
3840,0.37,2.5,0.9909,6
3841,0.21,8.7,0.9929399999999999,6
3842,0.26,1.6,0.99044,6
3843,0.34,4.0,0.9895799999999999,7
3844,0.37,2.5,0.9909,6
3845,0.32,16.2,0.9986,5
3846,0.24,9.0,0.9926200000000001,6
3847,0.32,16.2,0.9986,5
3848,0.39,1.4,0.9921200000000001,6
3849,0.31,7.0,0.9962799999999999,5
3850,0.24,9.0,0.9926200000000001,6
3851,0.17,3.1,0.98913,7
3852,0.2,1.5,0.99021,6
3853,0.32,4.6,0.99198,7
3854,0.12,4.8,0.99226,6
3855,0.18,4.6,0.99159,6
3856,0.2,1.5,0.99021,6
3857,0.17,2.7,0.99224,6
3858,0.21,6.3,0.9906799999999999,6
3859,0.25,7.2,0.99587,5
3860,0.25,7.2,0.99587,5
3861,0.22,12.4,0.9972799999999999,6
3862,0.27,6.6,0.99364,6
3863,0.27,6.6,0.99364,6
3864,0.39,4.0,0.99018,7
3865,0.31,4.8,0.9896799999999999,6
3866,0.23,1.3,0.9917799999999999,6
3867,0.25,7.2,0.99587,5
3868,0.22,11.1,0.9961,6
3869,0.22,12.4,0.9972799999999999,6
3870,0.23,9.8,0.99534,6
3871,0.27,6.6,0.99364,6
3872,0.36,13.3,0.99864,4
3873,0.37,11.7,0.9977600000000001,5
3874,0.26,8.0,0.99545,5
3875,0.22,1.6,0.9929899999999999,7
3876,0.22,16.55,0.99665,5
3877,0.28,1.5,0.99069,5
3878,0.35,10.2,0.99692,5
3879,0.73,6.6,0.99324,4
3880,0.28,17.8,0.9989600000000001,6
3881,0.28,17.8,0.9989600000000001,6
3882,0.2,1.5,0.99226,5
3883,0.33,7.4,0.99226,6
3884,0.28,17.8,0.9989600000000001,6
3885,0.24,2.0,0.9907600000000001,6
3886,0.33,7.4,0.99226,6
3887,0.24,2.0,0.9907600000000001,6
3888,0.28,17.8,0.9989600000000001,6
3889,0.27,12.1,0.9951,6
3890,0.38,8.2,0.99234,6
3891,0.2,1.5,0.99226,5
3892,0.21,8.7,0.9936799999999999,5
3893,0.34,3.5,0.9937,5
3894,0.435,6.4,0.99151,6
3895,0.25,2.1,0.99021,6
3896,0.26,7.7,0.99479,6
3897,0.24,12.3,0.9954,6
3898,0.23,1.3,0.9917600000000001,7
3899,0.21,8.7,0.9936799999999999,5
3900,0.34,3.5,0.9937,5
3901,0.65,1.1,0.99246,4
3902,0.22,2.8,0.9908,6
3903,0.27,3.5,0.9899399999999999,6
3904,0.455,1.9,0.98746,7
3905,0.33,3.8,0.9902799999999999,7
3906,0.33,3.8,0.9902799999999999,7
3907,0.31,2.4,0.98867,7
3908,0.39,4.8,0.99174,7
3909,0.39,4.8,0.99174,7
3910,0.37,6.2,0.99021,6
3911,0.23,1.3,0.9930399999999999,6
3912,0.33,3.8,0.9902799999999999,7
3913,0.25,1.5,0.99154,6
3914,0.39,4.8,0.99174,7
3915,0.455,1.9,0.98746,7
3916,0.37,6.2,0.99021,6
3917,0.28,7.9,0.9956,5
3918,0.35,1.6,0.98779,7
3919,0.31,1.4,0.98836,6
3920,0.25,2.6,0.9913799999999999,6
3921,0.36,14.8,0.99751,5
3922,0.31,2.4,0.98867,7
3923,0.31,0.9,0.99249,5
3924,0.31,0.9,0.99249,5
3925,0.22,1.2,0.99239,5
3926,0.14,9.9,0.9951200000000001,6
3927,0.22,3.9,0.99098,5
3928,0.32,15.6,0.99872,5
3929,0.32,15.6,0.99872,5
3930,0.28,1.5,0.9889399999999999,6
3931,0.3,1.6,0.988245,6
3932,0.22,7.8,0.99326,8
3933,0.31,5.6,0.9932799999999999,4
3934,0.27,1.3,0.9922200000000001,6
3935,0.46,16.7,0.99898,5
3936,0.23,7.95,0.9948600000000001,6
3937,0.36,6.7,0.9952799999999999,5
3938,0.18,1.1,0.9906200000000001,6
3939,0.27,6.3,0.99282,6
3940,0.4,8.9,0.996,5
3941,0.345,1.0,0.9913799999999999,5
3942,0.23,1.5,0.99166,6
3943,0.2,6.6,0.99408,6
3944,0.27,6.2,0.9928100000000001,6
3945,0.27,6.3,0.99282,6
3946,0.3,2.1,0.98964,6
3947,0.3,2.2,0.9895200000000001,7
3948,0.14,5.4,0.99469,5
3949,0.4,8.9,0.996,5
3950,0.345,1.0,0.9913799999999999,5
3951,0.33,17.9,0.9991,5
3952,0.16,2.6,0.9904700000000001,6
3953,0.22,1.3,0.9917799999999999,7
3954,0.33,17.9,0.9991,5
3955,0.16,2.6,0.9904700000000001,6
3956,0.24,2.3,0.9920700000000001,5
3957,0.31,4.3,0.9915200000000001,5
3958,0.185,7.1,0.9943799999999999,6
3959,0.185,7.1,0.9943799999999999,6
3960,0.43,11.9,0.9962200000000001,6
3961,0.39,11.7,0.9977299999999999,5
3962,0.58,5.8,0.9908799999999999,7
3963,0.34,3.8,0.99108,7
3964,0.35,12.4,0.99803,5
3965,0.38,6.5,0.9930399999999999,4
3966,0.185,7.1,0.9943799999999999,6
3967,0.27,7.6,0.9954799999999999,4
3968,0.29,7.9,0.99551,6
3969,0.17,2.8,0.9915200000000001,6
3970,0.18,10.6,0.99572,7
3971,0.17,2.8,0.9915200000000001,6
3972,0.37,1.5,0.99244,6
3973,0.27,7.6,0.9954799999999999,4
3974,0.29,7.9,0.99551,6
3975,0.24,1.7,0.9903,7
3976,0.32,7.6,0.9916200000000001,7
3977,0.27,7.5,0.99116,6
3978,0.29,1.7,0.9922,7
3979,0.29,1.7,0.99223,6
3980,0.22,12.1,0.9948100000000001,5
3981,0.22,4.5,0.9928,7
3982,0.24,1.7,0.9903,7
3983,0.23,8.0,0.99429,6
3984,0.32,7.6,0.9916200000000001,7
3985,0.11,8.6,0.99454,6
3986,0.11,8.6,0.99454,6
3987,0.23,14.6,0.9986299999999999,6
3988,0.2,1.6,0.991,6
3989,0.11,8.6,0.99454,6
3990,0.23,14.6,0.9986299999999999,6
3991,0.2,1.1,0.9931700000000001,5
3992,0.19,3.7,0.9917299999999999,7
3993,0.28,8.9,0.99455,7
3994,0.28,8.9,0.99455,7
3995,0.37,4.7,0.9918600000000001,5
3996,0.28,8.9,0.99455,7
3997,0.26,3.1,0.98944,7
3998,0.24,5.8,0.9942,6
3999,0.24,5.8,0.9942,6
4000,0.24,5.8,0.9942,6
4001,0.25,1.0,0.9923799999999999,5
4002,0.25,15.8,0.99782,6
4003,0.14,1.5,0.99111,6
4004,0.38,5.2,0.99067,7
4005,0.14,1.5,0.99111,6
4006,0.15,2.5,0.9887799999999999,6
4007,0.25,1.0,0.9923799999999999,5
4008,0.25,15.8,0.99782,6
4009,0.22,5.9,0.9938,6
4010,0.21,3.1,0.9914299999999999,6
4011,0.26,3.1,0.98944,7
4012,0.24,5.8,0.9942,6
4013,0.46,11.5,0.9958799999999999,6
4014,0.18,18.0,1.0003799999999998,6
4015,0.32,4.8,0.99424,5
4016,0.4,8.5,0.99626,5
4017,0.23,1.6,0.9907600000000001,6
4018,0.18,18.0,1.0003799999999998,6
4019,0.32,4.8,0.99424,5
4020,0.37,5.9,0.99536,4
4021,0.23,1.1,0.99318,5
4022,0.4,8.5,0.99626,5
4023,0.19,13.1,0.99726,6
4024,0.28,4.1,0.99126,6
4025,0.32,2.9,0.98998,6
4026,0.19,13.1,0.99726,6
4027,0.26,1.1,0.9930399999999999,5
4028,0.25,1.5,0.9892,6
4029,0.28,7.75,0.9929600000000001,6
4030,0.19,1.15,0.9904700000000001,5
4031,0.29,1.0,0.9924,5
4032,0.27,17.8,0.9989,5
4033,0.26,5.7,0.9933799999999999,6
4034,0.27,17.8,0.9989,5
4035,0.2,7.4,0.9940399999999999,6
4036,0.33,1.4,0.99287,5
4037,0.34,1.4,0.9928600000000001,5
4038,0.29,1.0,0.9924,5
4039,1.1,4.4,0.9905799999999999,4
4040,0.24,1.6,0.9934,5
4041,0.24,7.9,0.99545,5
4042,0.16,15.5,0.9984,7
4043,0.16,15.5,0.9984,7
4044,0.16,15.5,0.9984,7
4045,0.16,15.5,0.9984,7
4046,0.17,17.55,0.99971,7
4047,0.19,13.5,0.99546,6
4048,0.19,13.5,0.99546,6
4049,0.16,1.3,0.9905799999999999,6
4050,0.16,15.5,0.9984,7
4051,0.3,11.6,0.9931399999999999,6
4052,0.24,7.9,0.99545,5
4053,0.16,15.5,0.9984,7
4054,0.17,17.55,0.99971,7
4055,0.3,11.6,0.9931399999999999,6
4056,0.43,13.15,0.99565,5
4057,0.17,1.9,0.99056,6
4058,0.19,13.5,0.99546,6
4059,0.16,1.3,0.9905799999999999,6
4060,0.41,6.1,0.9936200000000001,5
4061,0.41,6.1,0.9936200000000001,5
4062,0.36,1.9,0.9919600000000001,6
4063,0.17,1.9,0.99255,5
4064,0.28,1.6,0.9902700000000001,5
4065,0.5,11.3,0.9930200000000001,8
4066,0.44,8.4,0.9925700000000001,6
4067,0.38,8.3,0.9950600000000001,5
4068,0.44,8.4,0.9925700000000001,6
4069,0.24,12.2,0.9952,6
4070,0.28,8.0,0.99498,5
4071,0.26,1.3,0.9903,6
4072,0.16,12.7,0.9970600000000001,7
4073,0.36,1.3,0.99398,5
4074,0.35,10.5,0.9958799999999999,4
4075,0.25,12.5,0.9969100000000001,6
4076,0.37,9.6,0.99608,5
4077,0.25,1.5,0.9914200000000001,6
4078,0.23,1.5,0.9913799999999999,6
4079,0.265,7.8,0.9943200000000001,6
4080,0.25,10.8,0.99592,6
4081,0.25,12.5,0.9969100000000001,6
4082,0.23,8.6,0.9943200000000001,6
4083,0.3,1.2,0.99266,5
4084,0.33,14.5,0.99456,8
4085,0.26,3.7,0.9915,6
4086,0.2,1.1,0.9932200000000001,6
4087,0.21,1.1,0.9927,6
4088,0.25,3.8,0.9917299999999999,6
4089,0.27,4.6,0.9941200000000001,6
4090,0.24,10.2,0.99666,6
4091,0.14,7.9,0.99425,6
4092,0.5,2.4,0.9931399999999999,6
4093,0.41,10.7,0.99672,6
4094,0.25,4.9,0.99024,7
4095,0.41,10.7,0.99672,6
4096,0.25,1.1,0.99366,5
4097,0.14,7.9,0.99425,6
4098,0.21,5.6,0.9929899999999999,5
4099,0.5,2.4,0.9931399999999999,6
4100,0.29,14.2,0.9952799999999999,6
4101,0.37,9.5,0.9956799999999999,5
4102,0.37,9.5,0.9956799999999999,5
4103,0.31,4.1,0.9906200000000001,7
4104,0.45,4.7,0.9905799999999999,7
4105,0.3,1.4,0.99059,7
4106,0.23,0.9,0.99119,5
4107,0.3,20.3,0.9972700000000001,6
4108,0.28,3.5,0.99021,6
4109,0.255,2.7,0.9923799999999999,6
4110,0.4,1.2,0.99164,5
4111,0.21,1.2,0.99006,6
4112,0.2,2.0,0.9907799999999999,6
4113,0.17,1.1,0.99036,6
4114,0.21,1.5,0.9912299999999999,6
4115,0.26,1.2,0.9897799999999999,6
4116,0.35,18.1,0.99908,6
4117,0.35,18.1,0.99908,6
4118,0.43,3.6,0.9902200000000001,8
4119,0.4,3.5,0.99024,7
4120,0.28,12.1,0.9973,5
4121,0.23,17.45,0.9985299999999999,6
4122,0.34,12.1,0.99769,6
4123,0.44,3.0,0.98954,6
4124,0.13,1.6,0.98974,7
4125,0.17,5.7,0.99382,5
4126,0.18,5.6,0.9938299999999999,5
4127,0.31,6.8,0.9953799999999999,5
4128,0.33,15.6,0.99734,5
4129,0.34,6.0,0.9898100000000001,7
4130,0.29,1.8,0.99095,6
4131,0.31,8.6,0.9964,5
4132,0.31,8.6,0.9964,5
4133,0.25,11.5,0.99411,6
4134,0.27,7.8,0.9915,6
4135,0.26,2.4,0.99234,5
4136,0.65,5.0,0.99016,6
4137,0.31,8.6,0.9964,5
4138,0.23,1.5,0.98949,6
4139,0.18,5.4,0.99287,7
4140,0.28,11.9,0.99544,6
4141,0.28,11.9,0.99544,6
4142,0.27,9.0,0.9941,6
4143,0.25,10.0,0.9940000000000001,6
4144,0.28,11.9,0.99544,6
4145,0.26,11.9,0.99546,6
4146,0.13,15.5,0.9973700000000001,7
4147,0.18,5.4,0.99287,7
4148,0.2,15.0,0.9976700000000001,6
4149,0.24,1.4,0.98711,7
4150,0.48,9.4,0.9971399999999999,5
4151,0.26,3.7,0.99134,6
4152,0.2,15.0,0.9976700000000001,6
4153,0.3,1.4,0.9927,5
4154,0.32,6.5,0.9948,5
4155,0.3,1.4,0.9927,5
4156,0.34,6.3,0.9948100000000001,5
4157,0.16,13.7,0.99825,7
4158,0.16,13.7,0.99825,7
4159,0.16,13.7,0.99825,7
4160,0.16,13.7,0.99825,7
4161,0.16,13.7,0.99825,7
4162,0.16,13.7,0.99825,7
4163,0.26,1.5,0.99192,5
4164,0.31,1.6,0.9918399999999999,5
4165,0.22,1.4,0.99019,7
4166,0.23,3.5,0.98998,7
4167,0.17,1.0,0.9888600000000001,8
4168,0.19,1.4,0.98998,6
4169,0.21,1.5,0.98949,7
4170,0.16,13.7,0.99825,7
4171,0.22,1.6,0.9900899999999999,5
4172,0.34,5.2,0.9925200000000001,6
4173,0.34,1.4,0.9928799999999999,5
4174,0.24,11.9,0.99659,6
4175,0.35,2.4,0.9913299999999999,7
4176,0.24,3.2,0.99324,6
4177,0.25,1.7,0.99164,6
4178,0.19,4.2,0.9910700000000001,7
4179,0.24,15.4,0.9986,5
4180,0.31,13.0,0.99708,6
4181,0.25,5.6,0.9916299999999999,6
4182,0.38,9.7,0.99605,6
4183,0.3,2.5,0.99065,7
4184,0.33,4.0,0.9903,7
4185,0.24,15.4,0.9986,5
4186,0.27,1.2,0.99236,5
4187,0.24,2.0,0.9894799999999999,6
4188,0.33,1.2,0.99045,6
4189,0.21,5.1,0.9939,5
4190,0.22,1.4,0.98985,6
4191,0.27,1.2,0.9913799999999999,5
4192,0.2,6.5,0.9934799999999999,6
4193,0.27,1.3,0.99066,6
4194,0.2,6.5,0.9934799999999999,6
4195,0.45,2.7,0.98862,8
4196,0.22,1.3,0.98865,6
4197,0.3,7.4,0.99472,5
4198,0.36,12.9,0.99792,5
4199,0.27,1.3,0.99066,6
4200,0.24,1.2,0.99035,6
4201,0.41,2.6,0.9908600000000001,6
4202,0.24,2.3,0.99013,6
4203,0.3,1.3,0.99266,5
4204,0.26,10.5,0.9951700000000001,6
4205,0.41,2.6,0.9908600000000001,6
4206,0.32,14.4,0.99666,6
4207,0.25,1.2,0.991,7
4208,0.23,3.1,0.9906799999999999,6
4209,0.23,1.7,0.9908399999999999,6
4210,0.17,6.0,0.9939,6
4211,0.38,11.8,0.99624,6
4212,0.31,6.2,0.9960200000000001,4
4213,0.38,1.4,0.9926,4
4214,0.44,12.1,0.99718,5
4215,0.44,12.1,0.99718,5
4216,0.44,12.1,0.99718,5
4217,0.38,3.9,0.99344,4
4218,0.33,4.6,0.9918399999999999,6
4219,0.44,12.1,0.99718,5
4220,0.19,1.2,0.9903299999999999,6
4221,0.28,8.1,0.9924799999999999,6
4222,0.38,3.9,0.99344,4
4223,0.43,1.1,0.9907600000000001,4
4224,0.22,6.5,0.99092,7
4225,0.345,10.1,0.9948600000000001,5
4226,0.255,10.7,0.99464,7
4227,0.2,3.2,0.99235,7
4228,0.29,12.4,0.9961200000000001,6
4229,0.26,5.2,0.9920200000000001,6
4230,0.22,5.0,0.99261,6
4231,0.35,2.5,0.98964,6
4232,0.39,9.2,0.99206,6
4233,0.23,6.9,0.9938,6
4234,0.22,2.0,0.9920399999999999,6
4235,0.29,15.0,0.99736,5
4236,0.29,15.0,0.99736,5
4237,0.23,1.2,0.99192,5
4238,0.29,15.0,0.99736,5
4239,0.28,1.8,0.9900200000000001,7
4240,0.26,10.8,0.996,6
4241,0.27,3.9,0.9923700000000001,6
4242,0.22,4.2,0.9921399999999999,7
4243,0.26,2.0,0.99041,6
4244,0.36,13.5,0.9982,5
4245,0.35,13.3,0.9982200000000001,5
4246,0.18,2.2,0.9893,6
4247,0.36,1.4,0.99274,6
4248,0.14,1.6,0.99105,6
4249,0.23,2.2,0.9920899999999999,6
4250,0.11,14.8,0.9967600000000001,6
4251,0.24,1.8,0.99251,6
4252,0.11,14.8,0.9967600000000001,6
4253,0.47,1.3,0.99082,4
4254,0.29,9.9,0.99567,5
4255,0.33,5.1,0.99416,5
4256,0.33,5.1,0.99416,5
4257,0.32,1.5,0.9887,5
4258,0.3,1.5,0.9887100000000001,6
4259,0.31,11.1,0.9924799999999999,6
4260,0.36,5.25,0.9918399999999999,6
4261,0.31,2.3,0.9895200000000001,7
4262,0.52,7.9,0.99267,6
4263,0.55,8.0,0.99269,6
4264,0.2,1.4,0.9891200000000001,6
4265,0.36,5.25,0.9918399999999999,6
4266,0.31,2.3,0.9895200000000001,7
4267,0.29,2.3,0.9895,7
4268,0.22,3.5,0.9899899999999999,6
4269,0.46,13.7,0.9981,5
4270,0.21,9.9,0.995,6
4271,0.42,15.4,0.9984799999999999,5
4272,0.22,16.0,0.9986200000000001,6
4273,0.22,16.0,0.9986200000000001,6
4274,0.22,16.0,0.9986200000000001,6
4275,0.22,16.0,0.9986200000000001,6
4276,0.31,2.4,0.9888600000000001,7
4277,0.22,5.5,0.99474,5
4278,0.18,2.3,0.99126,4
4279,0.24,16.8,0.9969100000000001,6
4280,0.22,16.0,0.9986200000000001,6
4281,0.26,17.8,0.9977299999999999,5
4282,0.26,17.8,0.9977299999999999,5
4283,0.2,6.8,0.9928,6
4284,0.2,6.8,0.9928,6
4285,0.2,6.8,0.9928,6
4286,0.2,6.8,0.9928,6
4287,0.28,1.6,0.9928799999999999,5
4288,0.2,4.7,0.9920200000000001,6
4289,0.26,11.8,0.9960600000000001,6
4290,0.26,17.8,0.9977299999999999,5
4291,0.21,15.7,0.9992200000000001,5
4292,0.22,5.8,0.9929600000000001,6
4293,0.21,15.7,0.9992200000000001,5
4294,0.22,9.0,0.9946799999999999,5
4295,0.21,15.7,0.9992200000000001,5
4296,0.22,5.8,0.9929600000000001,6
4297,0.2,8.8,0.9938799999999999,6
4298,0.26,10.2,0.99315,6
4299,0.28,6.6,0.9947799999999999,6
4300,0.29,6.5,0.9947799999999999,5
4301,0.34,8.9,0.99692,5
4302,0.39,11.1,0.99616,6
4303,0.26,4.2,0.9902,6
4304,0.24,1.6,0.9921,6
4305,0.25,7.4,0.9946200000000001,6
4306,0.24,11.5,0.9947600000000001,6
4307,0.22,1.6,0.9917799999999999,7
4308,0.26,2.0,0.9908100000000001,6
4309,0.34,4.8,0.99198,6
4310,0.225,9.8,0.99545,6
4311,0.23,1.9,0.9899700000000001,5
4312,0.26,4.2,0.9902,6
4313,0.27,1.6,0.9908899999999999,6
4314,0.41,7.3,0.99172,7
4315,0.41,5.4,0.9901,7
4316,0.585,10.4,0.9968100000000001,5
4317,0.34,1.9,0.9893,7
4318,0.41,7.3,0.99172,7
4319,0.41,5.4,0.9901,7
4320,0.26,7.7,0.9952700000000001,5
4321,0.28,11.5,0.99445,6
4322,0.16,1.2,0.99198,7
4323,0.27,2.2,0.99085,6
4324,0.2,1.0,0.9903299999999999,6
4325,0.24,8.2,0.9953799999999999,5
4326,0.38,8.3,0.9962700000000001,5
4327,0.24,8.2,0.9953799999999999,5
4328,0.42,9.3,0.9943299999999999,5
4329,0.23,8.1,0.9954,5
4330,0.24,8.2,0.9953799999999999,5
4331,0.38,8.3,0.9962700000000001,5
4332,0.19,13.9,0.9980700000000001,8
4333,0.19,13.9,0.9980700000000001,8
4334,0.19,13.9,0.9980700000000001,8
4335,0.19,13.9,0.9980700000000001,8
4336,0.19,13.9,0.9980700000000001,8
4337,0.19,13.9,0.9980700000000001,8
4338,0.19,13.9,0.9980700000000001,8
4339,0.24,2.0,0.9923200000000001,8
4340,0.19,13.9,0.9980700000000001,8
4341,0.27,15.7,0.9978799999999999,6
4342,0.28,1.2,0.99108,6
4343,0.22,1.5,0.99234,6
4344,0.27,1.2,0.9928799999999999,6
4345,0.2,3.2,0.99195,6
4346,0.27,1.2,0.9928799999999999,6
4347,0.23,2.6,0.99121,7
4348,0.31,13.2,0.99839,6
4349,0.34,10.4,0.9973799999999999,5
4350,0.36,5.7,0.9896299999999999,6
4351,0.31,2.5,0.98946,6
4352,0.28,1.6,0.9917799999999999,5
4353,0.16,1.4,0.99136,6
4354,0.31,7.4,0.99323,6
4355,0.31,2.5,0.98946,6
4356,0.29,5.6,0.99313,5
4357,0.28,3.6,0.9912,6
4358,0.23,7.5,0.9950399999999999,5
4359,0.34,5.8,0.99461,6
4360,0.28,1.6,0.9917799999999999,5
4361,0.2,1.5,0.99008,6
4362,0.24,2.9,0.98959,6
4363,0.31,11.2,0.9966299999999999,5
4364,0.29,9.65,0.99334,6
4365,0.19,10.1,0.99561,5
4366,0.29,3.2,0.98959,6
4367,0.31,11.2,0.9966299999999999,5
4368,0.3,11.45,0.99418,6
4369,0.29,9.65,0.99334,6
4370,0.22,4.5,0.9937,5
4371,0.23,2.7,0.99372,5
4372,0.23,3.5,0.9915700000000001,6
4373,0.26,1.7,0.98918,6
4374,0.35,2.1,0.9932,5
4375,0.32,4.8,0.99235,6
4376,0.34,5.0,0.9937299999999999,5
4377,0.13,2.6,0.9914,6
4378,0.315,6.6,0.9949399999999999,5
4379,0.34,5.0,0.9937299999999999,5
4380,0.31,7.3,0.9933200000000001,6
4381,0.3,5.0,0.99198,6
4382,0.24,1.7,0.9914200000000001,6
4383,0.13,2.6,0.9914,6
4384,0.26,8.2,0.9954200000000001,5
4385,0.26,8.2,0.9954200000000001,5
4386,0.27,5.0,0.9924,6
4387,0.21,1.2,0.9911200000000001,6
4388,0.26,7.1,0.99534,6
4389,0.28,9.5,0.9933799999999999,4
4390,0.25,15.8,0.9980399999999999,5
4391,0.22,15.5,0.9989899999999999,5
4392,0.25,15.8,0.9980399999999999,5
4393,0.18,17.05,0.99724,6
4394,0.2,12.7,0.99526,6
4395,0.24,12.3,0.9967600000000001,5
4396,0.27,11.8,0.9969899999999999,5
4397,0.27,11.8,0.9969899999999999,5
4398,0.27,11.8,0.9969899999999999,5
4399,0.24,12.3,0.9967600000000001,5
4400,0.27,11.8,0.9969899999999999,5
4401,0.38,13.6,0.99461,6
4402,0.43,5.2,0.99116,6
4403,0.22,6.2,0.9936200000000001,5
4404,0.29,7.9,0.9951200000000001,5
4405,0.29,7.9,0.9951200000000001,5
4406,0.29,3.3,0.9895,7
4407,0.19,2.8,0.9904299999999999,6
4408,0.29,7.9,0.9951200000000001,5
4409,0.29,3.3,0.9895,7
4410,0.24,6.3,0.9939100000000001,5
4411,0.3,4.9,0.9896299999999999,7
4412,0.27,10.4,0.99335,7
4413,0.3,4.9,0.9896299999999999,7
4414,0.27,10.4,0.99335,7
4415,0.305,16.0,0.99824,5
4416,0.24,6.3,0.9939100000000001,5
4417,0.22,2.2,0.9917,6
4418,0.22,17.3,0.9990600000000001,6
4419,0.22,17.3,0.9990600000000001,6
4420,0.22,17.3,0.9990600000000001,6
4421,0.22,17.3,0.9990600000000001,6
4422,0.22,2.2,0.9917,6
4423,0.22,2.2,0.9917,6
4424,0.22,17.3,0.9990600000000001,6
4425,0.22,6.6,0.99415,6
4426,0.21,6.5,0.99418,6
4427,0.32,12.3,0.99611,5
4428,0.44,5.0,0.99124,6
4429,0.31,2.8,0.99179,6
4430,0.36,13.6,0.9988600000000001,5
4431,0.38,2.8,0.98924,6
4432,0.24,5.4,0.99045,6
4433,0.56,10.9,0.9969,5
4434,0.24,1.7,0.9919600000000001,6
4435,0.29,9.15,0.99339,6
4436,0.28,4.5,0.99224,6
4437,0.29,9.15,0.99339,6
4438,0.21,1.4,0.9918399999999999,5
4439,0.47,5.9,0.9942799999999999,5
4440,0.34,16.4,0.99834,5
4441,0.27,1.2,0.98918,6
4442,0.34,16.4,0.99834,5
4443,0.47,5.9,0.9942799999999999,5
4444,0.35,7.8,0.99241,6
4445,0.35,7.8,0.99241,6
4446,0.46,2.8,0.98816,6
4447,0.38,2.9,0.98916,6
4448,0.3,2.5,0.99329,5
4449,0.28,12.8,0.99535,6
4450,0.29,12.2,0.9955200000000001,6
4451,0.3,7.7,0.9951399999999999,5
4452,0.39,2.8,0.9930399999999999,5
4453,0.38,2.9,0.98916,6
4454,0.18,17.3,0.9984,6
4455,0.28,19.3,0.99911,5
4456,0.28,19.3,0.99911,5
4457,0.28,19.3,0.99911,5
4458,0.35,2.7,0.9895200000000001,7
4459,0.22,6.4,0.99403,5
4460,0.18,17.3,0.9984,6
4461,0.28,2.4,0.9931200000000001,6
4462,0.42,2.8,0.9896799999999999,6
4463,0.32,1.7,0.98946,6
4464,0.26,15.4,0.9981,5
4465,0.26,15.4,0.9981,5
4466,0.32,4.1,0.99306,5
4467,0.25,6.6,0.9937799999999999,5
4468,0.21,1.2,0.99036,6
4469,0.23,2.1,0.9909399999999999,6
4470,0.145,1.0,0.9908,6
4471,0.2,1.1,0.9899,6
4472,0.28,1.4,0.9917299999999999,5
4473,0.36,1.6,0.99356,5
4474,0.25,9.8,0.99571,6
4475,0.22,1.9,0.98945,6
4476,0.2,1.3,0.98865,6
4477,0.32,7.9,0.9951399999999999,5
4478,0.32,7.9,0.9951399999999999,5
4479,0.555,4.5,0.9943,5
4480,0.22,22.6,0.99636,5
4481,0.32,7.9,0.9951399999999999,5
4482,0.3,3.5,0.98987,6
4483,0.28,1.2,0.9928799999999999,4
4484,0.555,4.5,0.9943,5
4485,0.31,2.0,0.99064,6
4486,0.15,7.8,0.9939399999999999,6
4487,0.13,0.9,0.99175,6
4488,0.48,2.9,0.98926,6
4489,0.48,2.9,0.98926,6
4490,0.3,3.5,0.9905700000000001,6
4491,0.28,4.2,0.98898,6
4492,0.19,9.7,0.9932,6
4493,0.31,10.5,0.9972,6
4494,0.24,1.1,0.9902,6
4495,0.23,16.1,0.9988,6
4496,0.24,1.1,0.9902,6
4497,0.29,8.1,0.9958,5
4498,0.2,6.2,0.9935,5
4499,0.38,7.7,0.9925,6
4500,0.27,2.4,0.992,6
4501,0.54,16.3,0.9986,6
4502,0.25,2.3,0.9914,6
4503,0.61,8.4,0.9909,7
4504,0.32,8.5,0.9943,5
4505,0.28,6.0,0.9940000000000001,5
4506,0.19,1.1,0.9904,6
4507,0.305,1.75,0.99,5
4508,0.26,2.6,0.9902,4
4509,0.23,1.3,0.9925,5
4510,0.33,2.1,0.9886,6
4511,0.27,1.1,0.9898,6
4512,0.27,1.1,0.9898,6
4513,0.4,2.8,0.9904,6
4514,0.4,9.0,0.9964,5
4515,0.28,2.8,0.9908,6
4516,0.32,2.2,0.9899,6
4517,0.17,5.1,0.993,6
4518,0.2,3.5,0.9944,6
4519,0.13,12.7,0.9956,6
